name,capacity,category,descriptionFr,descriptionEn,photoThumbnails,popularityScore,price,subCategories,eanCode,itemHeightRef,unityType
APERITIF BQ LAIT CRU VACHE,5051.1,cheese,Le fromage Aperitif BQ au lait cru de vache allie douceur et audace; dégustez-le avec un vin pétillant ou une baguette légère pour un moment inoubliable.,"Discover the rich, creamy texture of Aperitif BQ Lait Cru Vache, a Quebec gem with notes of fresh grass and a hint of tangy funk. Pair with crisp white wine, buttery baguette, or a drizzle of wild honey, and a touch of Dijon mustard for a bold contrast.",https://ciss-imagearticle.s3.fr-par.scw.cloud/1393271/154172/big_3_1035780.jpg,0,7.7,,3760081251155,99026567,g
COUPE FROMAGE LS,3187.34,cheese,"Ce fromage COUPE FROMAGE LS se démarque par son éclat perlé et sa croûte légèrement craquante. Sa texture veloutée révèle des nuances subtiles, avec des notes fruitées et douceâtres enrobant uneSaveur complexe et harmonieuse. Accompagnez-le d'un vin rouge corsé ou d'une brioche moelleuse pour un équilibre parfait. Ajoutez une touche de miel pour sublimer ses arômes intenses.","COUPE FROMAGE LS marries rich creaminess with nutty and fruity notes, complementing Syrah reds, sourdough bread, and Dijon mustard perfectly.",https://www.fromagerie-tourrette.com/wp-content/uploads/2020/03/Capture_d_ecran_2024-02-02_a_15.19.14-removebg-preview.png,0,5.1,,16,16,g
GORGONZOLA A LA CUILLERE,18465.1,cheese,"Gorgonzola alla Cucchiara : une tranche de pur plaisir avec sa saveur épicée et sa texture onctueuse. Découvrez son alliance unique entre douceur et puissance, idéale avec un verre de Barolo, des toasts nature ou des feuilles de brick croustillantes. Un délice à savourer enflammé par une goutte de miel.","Lush and creamy, Gorgonzola à la Cuillère tempts with its bold, peppery notes of nutmeg and wild mushroom. Pair with a robust Chianti, crisp ciabatta, and fig jam for the perfect harmony.",https://lechariotafromages.fr/746-large_default/figou-fermier-lait-cru.jpg,0,30.0,,204870000000,99006089,g
FIGOU,4260.35,cheese,"Le FIGOU est une merveille lactée, onctueuse et douce, subtillement épicée, avec des nuances fruitées. Accordez-la avec un vin rouge légèrement fruité comme le Beaujolais, un pain rustique croustillant, et pour un contraste délicieux, une figue ou de la gelée de fruits rouges. Un véritable régal pour les papilles !","FIGOU is a luscious goat cheese where cream's tang meets fig's sweet embrace, ideal with honey-drizzled crusty bread and a robust red wine.",https://www.produits-laitiers.com/app/uploads/2019/04/2052_carr%C3%A9-saint-domnin-1.jpg,0,7.0,,204160000000,99041453,g
SAINT DOMNIN A LA LAVANDE,5074.5,cheese,"Ce Saint-Domnin à la Lavande est une véritable explosion de douceur et d'arôme, alliant la richesse d'un fromage à pâte molle à des notes subtiles de lavande. Sa texture veloutée se marie parfaitement avec un vin rouge légèrement vanillé ou un pain aux céréales pour un accord gourmand et équilibré.","Discover the enchanting Saint Domnin A La Lavande, where delicate lavender notes dance with creamy goat cheese. Pair with crisp rosé, crusty baguette, and a drizzle of honey for a harmonious treat.",https://upload.wikimedia.org/wikipedia/commons/8/88/Brie_01.jpg,0,8.5,,204440000000,99041858,g
BRIE DE MEAUX,13738.21,cheese,"Le Brie de Meaux est une merveille lactée, à pâte onctueuse et légèrement coulante, portant des arômes subtiles de noisette et de foin frais. Idéalement accompagné d'une quiche Lorraine ou d'une tarte fine, ce fromage se déguste avec une bière blonde ou un vin rouge fruité comme le Bourgogne Pernand-Vergelesses. Pour les amateurs de douceur, essayez-le sur une galette au sarrasin, parsemée de cumin et de cannelle, pour un contraste exquis entre la douceur lactée et les épices.","Brie de Meaux captivates with its luminous white rind and buttery waves of creamy silk. Its melt-in-mouth texture, hinting at earthy mushrooms, pairs perfectly with Chardonnay, crusty baguette, and a drizzle of honey.",https://media.carrefour.fr/medias/c1d948fc467834289bb962f118a5d4f6/p_540x540/8010883003946-photosite-20211209-185616-0.jpg,0,23.1,,204350000000,99041848,g
FE PARMI REGG AOP COPEAUX 100G,1949.67,cheese,"Découvrez le Regg AOP en copeaux : une explosion de saveurs piquantes et onctueuses, idéale avec un vin rouge corsé ou des figues séchées. Un délice authentique, riche et complexe pour les amoureux de fromages !","Aged for over 24 months, FE PARMI REGG AOP COPEAUX is a flaky, granite-like Italian cheese with rich, nutty undertones and a savory depth. Pair it with a bold Chianti red wine, crisp sourdough bread, or a drizzle of honey for a harmonious balance of flavors.",https://www.foodexplore.com/media/catalog/product/cache/cfb506310985da6e6b5b75be9be619ee/f/o/formaggio-enrobe-airelles.jpg,0,3.4,,8001868003129,43434033,g
ENROBE AIRELLES 80G,1811.6,cheese,"Ce fromage à la texture onctueuse et à l'ondulation douce est enrobé de craisins rouges, ajoutant une touche fruitée et épicée. Idéal avec un vin sec comme un Sauvignon ou une pincée de miel pour sublimer ses nuances.","Indulge in Enrobe Airelles 80g—a rich, silky cheese infused with luscious blackcurrant notes. Pair with a bold red wine, crisp biscotti, or a drizzle of honey for an unforgettable experience.",https://us.emiliafood.love/cdn/shop/products/ParmigianoReggianoDOP18mesimonthsPDOEMILIAFOODLOVESelectedwithloveinItaly.jpg?v=1636305264,0,3.2,,2663695000000,43439092,g
PARMIGIANO REGG AOP 24M 4.5KG,16742.4,cheese,"Ce Parmigiano Reggiano AOP, mature pendant 24 mois, est une véritable explosion de saveurs : notes cristallines, et pointe piquante. Idéal pour se déguster avec un filet d'huile d'olive, accompagné d'un pain croustillant ou en accord avec un vin doux comme le Sauternes.","Experience the essence of authentic Parmigiano-Reggiano AOP, a 24-month-aged treasure from Emilia-Romagna, with rich, nutty, and savory notes. Pair with bold red wines, crusty breads, or drizzle with honey for an unforgettable harmony.",https://fromagerie-mauron.fr/c/m/0002537/605_605_crop__default/EMMENTAL-GRAND-CRU-LABEL_ROUGE-1KG.jpg,0,29.5,,2831292000000,19950665,g
EMMENTAL LT CRU 1/8M 27% 10KG,7277.7,cheese,"Découvrez notre Emmental LT Cru 1/8M 27% en 10 kg, un fromage à la texture onctueuse et au parfum prononcé. Idéal avec du pain bis ou des figues, il se marie parfaitement avec un vin doux naturel.","Discover our creamy yet light Ementhal Lt Cru 1/8M 27% 10KG—melt in perfect harmony with crisp baguette, sweet green apple slices, or a glass of unoaked chardonnay.",https://thecheeseatlas.com/wp-content/uploads/2020/06/Mothais-Sur-Feuille.jpeg,0,13.0,,2839011000000,19782641,g
MOTHAIS SUR FEUILLE,4549.3,cheese,"Mothais Sur Feuille : une explosion de saveurs épicées et douceâtres, idéalement associée avec un vin blanc sec et du pain bis !","Mothais-sur-FeUILLE: A luscious, velvety French cheese with buttery, tangy notes. Pair with Sancerre wine and a hint of honey for elegance.",https://www.cremerie-juraflore.com/photos/produit-56-161.jpg,0,8.2,,204310000000,99041844,g
MORBIER AOP 100J 1/2M 3K5,11593.76,cheese,"Découvrez le Morbier AOP 100J, un fromage riche en nuances, à la texture onctueuse et au rind finement épicé. Idéal avec un pain bis ou une confiture pour un délice authentique.","Discover MORBIER AOP, a rich, nutty cheese with an earthy charm from Franche-Comté. Its luminous rind and velvet texture captivate, complementing crusty bread or honey,Pairing perfectly with a Burgundy wine or fruit jam—truly unforgettable.",https://epiceriecorner.co.uk/cdn/shop/products/fromage_de_brebis_perail_lou_perac_150g.jpg?v=1737581598,0,21.0,,2843995000000,19849086,g
LOU PERAC PERAIL BREBIS 150G,2675.55,cheese,Découvrez notre fromage brebis à la texture crémeuse et aux saveurs exquises. Accompagnez-le d'un pain bisou ou d'un vin doux pour une dégustation unique.,"Discover the bold, pungent LOU PERAC PERAIL BREBIS cheese from the Pyrenees. Its robust, spicy flavor pairs wonderfully with a full-bodied red wine, crusty rustic bread, a drizzle of honey, and a touch of olive oil.",https://www.foodexplore.com/media/catalog/product/cache/cfb506310985da6e6b5b75be9be619ee/t/r/tronchetto_noci_formaggio_con_mascarpone_zola_e_noci.jpg,0,4.8,,2663709000000,43439450,g
MASCARPONE GORGONZOLA 1.2KG,10495.66,cheese,"Découvrez notre Mascarpone Gorgonzola 1.2kg : un mélange exquis de douceur et de caractère, parfait pour sublimer vos plats avec son velouté crémeux et ses arômes pénétrants. Accompagnez-le d'un pain aux céréales ou d'une mûre confite, et mariez-le avec un vin rouge comme le Bordeaux pour une explosion de saveurs intenses et harmonieuses.","Indulge in our luscious Mascarpone Gorgonzola (1.2KG), a harmonious blend of creamy texture and nutty, milky notes with a subtle tang. Pair it with a glass of bold Italian red wine like Barolo, drizzled with honey or fig leaf honey, alongside crusty bread, fresh figs, and walnuts for an unforgettable cheese experience that reinforces its elegance and boldness.",https://www.fromages.com/media/cache/attachment/filter/wysiwyg_original/87ce74c18aefc3f765aae166bfe23016/19200/65005836bd1f7623172085.png,0,19.2,,2824730000000,24389388,g
GALLETOUT,3120.8,cheese,"Découvrez notre Galletout, un fromage à la texture onctueuse et au parfum subtil, idéalement accompagné d'un vin rouge, d'une baguette croustillante et d'une quenelle de confiture de figues.","GALLETOUT is a luscious, velvety cheese with notes of fresh cream and subtle floral hints.",https://fromagescda.com/910-large_default/burrata.jpg,0,5.8,,204170000000,99041511,g
BURRATA,3763.5,cheese,"La Burrata, une crème céréale à la texture onctueuse et douce, un délice pour les papilles. Accompagnez-la d'une tranche de pain rustique ou d'un morceau de figue, et n'oubliez pas un verre de Prosecco ou de Moscato pour un accord parfait.","Burrata cradles its creamy center in silk-smooth mozzarella, a dance of sweet and salt that melts into harmony. Pair with light reds or crusty bread, elevated by fig jam or balsamic glaze.",https://drhmarket.fr/57956-large_default/isigny-250g-camembert-pyrograve-lait-microfiltre.jpg,0,7.2,,205070000000,99008081,g
FE CAMEMBERT PYRO ISIGNY 250G,2257.72,cheese,"Ce Camembert Pyro Isigny 250g est une délice en soi : texture onctueuse, aromes subtils de noisette et de caramel, alliés à une douce acidité. Accords idéaux : un vin blanc sec comme le Chablis, du pain bisou ou des quenelles de blettes pour une explosion de saveurs !","FE CAMEMBERT PYRO ISIGNY 250G is a luscious French gem with a velvety texture and mushroomy nuances. Its golden rind invites you to savor its rich, buttery essence, while its bold character pairs perfectly with crisp Sancerre or a robust Merlot, a slice of baguette, or membrillo for a sweet contrast.",https://fromageriegillot.fr/wp-content/uploads/2018/02/Camembert-AOP-Gillot-Noir-Medaille-04058.jpg,0,4.4,,3254550030193,19118070,g
FE CAMEMBERT LAIT CRU AOP 250G,2662.0,cheese,"Ce Camembert AOP, à la texture onctueuse et à l'arôme envoûtant, ravira les amoureux du fromage. Accompagnez-le d'une bière blonde ou d'un pain brié pour un délice inouï. Pour une note sucrée, essuyez avec de la miel ou des confitures de poire.","Experience the authentic creaminess of Camembert Lait Cru AOP—layered with nutty depth and herbal hints. Pair with rich reds, crisp whites, crusty bread, or a drizzle of honey for a sophisticated treat.",https://www.fromagerie-tourrette.com/wp-content/uploads/2020/03/Sujet.png,0,5.2,,2663503000000,43439007,g
RACLETTE,12893.44,cheese,"Découvrez notre Raclette, une véritable explosion de douceur et de richesse. Sa texture crémeuse et son goût profond se marient à merveille avec un pain crispé ou des cornichons. Pairez-la avec un vin blanc sec ou rosé pour un plaisir optimal.","Discover the creamy, nutty charm of Raclette, a harmonious Swiss cheese with a smooth, meltable allure. Pair it with crisp Grüner Veltliner, a juicy apple, or buttery rye bread for an unforgettable experience.",https://preprod.lespetiteslaiteries.fr/wp-content/uploads/2020/12/GRAND-MORIN-A-LA-TRUFFE-ETIQUETTE.png,0,25.5,,205160000000,99009832,g
GRAND MORIN A LA TRUFFE D'ETE,20098.45,cheese,"Le Grand Morin à la Truffe d'Éte, une texture veloutée et des arômes intenses de truffe estival. Accompagnez-le d'un vin pâle, d'une baguette ou d'une goutte de miel pour un délice unique.","Savor Grand Morin A La Truffe D'Eté—its creamy, truffle-infused layers paired with Syrah wine and mustard for an elegant encounter.",https://www.fromagerieantony.fr/wp-content/uploads/2023/01/Saint-Nectaire.jpg,0,40.1,,204030000000,99041288,g
ST NECTAIRE FERMIER,14675.37,cheese,"Ce fromage de vache à croûte lavée, mi-sec, dévoile des nuances de noisette et de pimenté relevées. Sa texture onctueuse et slightly élastique se marie parfaitement avec un vin blanc fruité comme le Saulnois ou une brioche dorée. Pour une note sucrée, essaitez-le avec une goutte de miel ou une tranche de poire. Un délice authentique à partager !","A rich, buttery French goat cheese with a delicate, earthy rind and subtle tang, ideal with Sancerre or a crisp baguette drizzled with honey.",https://www.splo.fr/media/cache/attachment/filter/product_gallery_main/c6edc887e6ca2148a7a912c5ac4b7219/2954/65114708be17f861818874.jpg,0,29.7,,204240000000,99041837,g
EMMENTAL LT CRU 1/8M 27% 10KG,6299.86,cheese,"Découvrez notre Emmental Lt Cru 1/8M 27%, une irrésistible douceur à la texture onctueuse et aux notes réconfortantes de noisette. Accompagnez-le d'une tranche de pain grillé, d'une tomateverte ou d'un verre de rouge pour un moment de pur bonheur.","Elegant and creamy, this traditional Swiss Emmental Lt Cru offers rich nutty notes with subtle tang. Pair with a dry white wine, crusty sourdough, and a dollop of stone-ground mustard for a harmonious indulgence.",https://drhmarket.com/10470-thickbox_default/gruyere-france-igp-5k5.jpg,0,13.0,,2839008000000,9919782641,g
GRUYERE FRANCE IGP 5K5,9627.48,cheese,"Découvrez le Gruyère de France IGP 5K5 : un fromage riche enSaveurs, subtilement épicé, issu d'une longue maturation. Idéal avec un vin blanc sec ou une pain grille","Aged to perfection, Gruyère France IGP 5K5 is a rich, creamy Alpine cheese with a nutty, floral bouquet. Pair with a crisp Sauvignon Blanc, crusty baguette, and a tangy mustard for a harmonious trio of flavors.",https://fromagerie-chevrefeuille.com/wp-content/uploads/2021/11/image67.jpeg,0,19.8,,2843122000000,9919667068,g
L'ENROBE ABRICOT 80G,1511.8,cheese,"Découvrez L'Enrobe Abricot, un fromage unique à la croûte et parfumée d’abricot, alliant douceur et richesse. Idéal avec une quiche légère, un pain aux céréales ou une noisette de miel. Accompagnez-le d'un vin blanc fruité ou d'une bière douce pour un moment inoubliable.","L'ENROBE ABRICOT 80G is a rich French goats' milk cheese with nutty, creamy layers and fruity apricot notes, perfect for pairing with Sauternes wine, crusty brioche, or a drizzle of honey.",https://img.ankorstore.com/products/images/599341-47df88d2f3f3c9.jpg?auto=format%2Ccompress&fm=pjpg&dpr=2&h=200&w=200&fit=crop&crop=faces&force_format=webp,0,3.2,,2849441000000,24447157,g
FE FETA GRECQUE AOP 180G,1961.16,cheese,"Découvrez notre Feta Grecque AOP 180g, crème onctueuse, idéale avec un vin blanc sec ou une tartine de pain sec.","Discover the authentic, silken Feta Grecque AOP, crafted from Greece’s sun-kissed heritage, with a zesty, saline tang that pairs beautifully with crusty bread, fig jam, Assyrtiko wine, and olive-studded dishes.",https://johnnyblanc.fr/wp-content/uploads/2018/06/Sauvaget-cendr%C3%A9.jpg,0,4.1,,5202425001128,19443461,g
LE SAUVAGET,3396.25,cheese,"Le Sauvaget, une époisses au velouté intense et à l'arôme subtil, se déguste avec un vin rouge corsé, une baguette et une touche de miel pour un moment inoubliable.",Discover Le Sauvaget—where rich creaminess meets a zesty kick. Pair with a bold Syrah or crusty bread slathered with fig jam for an unforgettable experience.,https://www.cnk-foodmarket.com/cdn/shop/files/FROC010.jpg,0,7.2,,204920000000,99006094,g
VAGNE COMTE 9/12MOIS 1/8M 5KG,11587.08,cheese,"Ce Comte VAGNE, mature entre 9 et 12 mois, se démarque par sa croûte légèrement épaisse et son cœur doux. Avec sa texture onctueuse et sa complexité aromatique, ce fromage affineur idéal se marie à merveille avec un vin rouge comme le Bourgogne ou un blanc comme le Chablis. Dégustez-le sur une tartine de pain au levain ou avec une figue confite pour sublimer ses nuances subtiles.","VAGNE COMTE - Aged 9-12 Months:  Indulge in this rich, nutty Comté, where creaminess meets savory complexity. Pair with bold red wine, crusty bread, and membrillo for a sophisticated experience.",https://images.openfoodfacts.org/images/products/267/132/502/8932/front_fr.4.full.jpg,0,24.9,,2663571000000,43439327,g
COMTE 12 MOIS,13295.24,cheese,"Ce Comté 12 mois, à la croûte légèrement craquante et à la pâte onctueuse, dévoile des arômes de noisette, de miel et des nuances légèrement fumées. Idéal en accords avec un Sancerre ou une bière belge, il se déguste avec une tranche de pain rustique ou une figue confite pour une explosion de saveurs.","Discover the velvety richness of 12-month-aged Comte, a harmonious blend of nutty warmth and subtle fruitiness. Pair with a robust red wine, crusty baguette, and a drizzle of Dijon mustard for an unforgettable experience.",https://www.lakoop.com/2405-large_default/beaufort-ete.jpg,0,28.8,,204080000000,99041350,g
BEAUFORT PTPERCE AOP 1/12M 3K5,14969.31,cheese,"Beaufort PTPERCe AOP 1/12M 3K5 : un délice authentique et raffiné, à la texture onctueuse et au parfum épicé. Découvrez sa douceur略 corsée en compagnie d'un vin blanc sec ou d'un pain au levain. Pour une explosion de saveurs, ajoutez une touche de miel ou une cuillerée de moutarde rouge. Un must pour les amoureux des fromages traditionnels !","Savor the rich, nutty depth of Beaufort PTPerce AOP, a harmonious blend of creaminess and subtle spiciness. Pair with bold reds, crusty bread, or a drizzle of honey for an unforgettable experience.",https://les-alpages.fr/wp-content/uploads/2014/09/146.couronne_lochoise.jpg,0,33.3,,2890729000000,9943439268,g
COURONNE LOCHOISE,3053.2,cheese,"COURONNE LOCHOISE : Une fromage doux et légèrement fumé, avec des notes sucrées et une texture onctueuse et crémeuse. Idéal伴 un vin blanc frais ou une baguette, avec un beurre ou une confiture pour un accord gourmand.","Experience the luminous, buttery richness of Couronne Lochoise—a traditional French gem with a bloomy rind. Pair with crisp Chablis, a country loaf, and a drizzle of wildflower honey or quince paste for a sophisticated treat.",https://media.carrefour.fr/medias/11070a9526dd3c3da4d53583257b447b/p_1500x1500/3245390135803-0.jpg,0,6.8,,204130000000,99041420,g
P&C ST NECTAIRE LAITIE AOP 1K7,6979.13,cheese,"Ce Saint-Nectaire AOP, à la pâte onctueuse et à la croûte légèrement veloutée, se distingue par ses arômes de noisette et son toucher iodé. Idéal avec un vin blanc sec ou une baguette légèrement grillée. Un équilibre parfait entre douceur et complexité.","Discover P&C ST NECTAIRE LAITIE AOP 1K7: A luscious, velvety goat cheese from the heart of France, with earthy, mineral notes balanced by a hint of sweetness. Pair it with a glass of Sauternes wine, crusty baguette, or a drizzle of honey for true harmony.",https://jacobsons.ca/cdn/shop/products/BrillatSavarinFrais_1000x1000.png?v=1642881528,0,16.3,,2890801000000,9943439221,g
FE BRILLAT SAVARIN IGP 200G,2443.88,cheese,"Ce fromage Brillat Savarin IGP est une véritable explosion de douceur et d'authenticité, avec sa croûte légèrement caramélisée et son velouté onctueux. Sa douce amertume se marie à perfection avec un Sancerre ou un pain de seigle, offrant un équilibre harmonieux entre saveurs subtiles et texture addictive.","Savor the buttery, velvety elegance of Fe Brillat Savarin IGP—its rich, pungent rind evolving into a creamy heart. Pair with crisp white wine, brioche, or a drizzle of honey for an unforgettable harmony.",https://bf1af2.a-cdn.akinoncloud.com/products/2024/09/11/79534/2e7fe23b-cc2d-4c08-acf1-d9801c43a043_size3840_cropCenter.jpg,0,5.8,,3296651111937,19248513,g
FE HALLOUMI AOP 225G,2050.31,cheese,"Découvrez notre Halloumi AOP, un fromage authentique à la texture croustillante et au goût exquis. Idéal avec une bière blonde ou un pain frais, il se déguste merveilleusement avec un filet de miel ou une salade verte pour une explosion de saveurs.","FE HALLOUMI AOP 225G is a golden, semi-hard cheese with a delicate flavor and subtle smokiness. Pair with crusty bread, drizzled honey, or a crisp dry rosé for an unforgettable treat.",http://straitscheese.com/cdn/shop/products/PICODON.jpg?v=1705555987,0,4.9,,3760280680817,24454373,g
PICODON AOP 60G,3140.9,cheese,"Découvrez le Picodon AOP, un fromage à pâte cuite et onctueuse, idéalement accompagné d'un vin rouge ou d'une tartine de miel.","Picodon AOP 60g: A bold, pungent cow's milk cheese from Rhône-Alpes, perfect with crusty baguette, membrillo, and a glass of Syrah.",https://www.fromagerie-clochedor.fr/app/uploads/sites/6/2019/08/Epoisse-Etiquettes-1kg-300-min-345x291.jpg,0,7.6,,2844180000000,9919915032,g
FE EPOISSES AOP 250G,3402.59,cheese,"Découvrez le Fromage Epoisses AOP, un joyau de Bourgogne captivé par son arôme envoûtant et sa texture riche. Dégustez-le avec un pain bisou ou une figue sèche pour un délice unique, idéalement associé à un vin rouge.","A rich, bold cow's milk cheese with a complex, spicy flavor and aromatic notes. Pair with a full-bodied red wine, crusty bread, and a touch of mustard for balance.",https://rappel.conso.gouv.fr/image/ec9ce5bf-ec7e-478b-922a-00ea16e3ee0b.jpg,0,8.2,,2663495000000,43439171,g
P&C MORBIER AOP LC 6K5,7037.17,cheese,"Ce fromage Morbier AOP, à la croûte brune et texture veloutée, dévoile des arômes épicés et lactiques. Idéal avec un pain au levain, un verre de Beaujolais ou une noisette d'amandes.","A sophisticated blend of earthy, buttery notes with a hint of sweetness, P&C MORBIER AOP LC 6K5 pairs beautifully with Pouilly-Fuissé wine and a crusty baguette, enhanced by a drizzle of honey.",https://www.fromagerie-stbonnetdesalers.com/media/images/catalog/article/97/mediumDetail/73.JPG,0,17.2,,2663661000000,43439334,g
GP CANTAL JEUNE LAIT CRU AOP5K,7204.42,cheese,"Découvrez notre Cantal jeune lait cru AOP5K, une explosion de saveurs douces et piquantes.","GP CANTAL JEUNE LAIT CRU AOP5K is a delicate, smoky-sweet cow's milk cheese with a copper-kissed rind. Its velvety interior pairs beautifully with a dry rosé or Sancerre, crusty baguette, and a drizzle of honey.",https://www.lepanierducausse.fr/1413-large_default/tomme-des-cazelles-fromage-de-brebis-pasteurise.jpg,0,18.0,,2891827000000,9919362372,g
TOMME CAZELLES BREBIS 4.4ENV,8321.78,cheese,"La Tomme Cazelles Brebis, une délicieuse tomme au lait de brebis, affineée avec soin pour un équilibre unique entre douceur et richesse. Idéale sur un pain au levain légèrement salé, accompagnée d'une olive oiliante ou d'un miel doux, ce fromage se marie à merveille avec un Côtes du Rhône.","Discover our TOMME CAZELLES BREBIS 4.4ENV, a harmonious blend of nutty, earthy flavors with a subtly creamy texture. Pair it with a bold red wine like Syrah or Grenache, a crusty baguette, and a drizzle of honey or olive oil for an unforgettable experience.",https://www.fromagerieantony.fr/wp-content/uploads/2023/09/Tomme-de-Chartreuse.jpg,0,21.0,,2843639000000,19749800,g
TOMME DE MONTAGNE CHARTREUSE,9147.4,cheese,"Découvrez notre Tomme de Montagne Chartreuse : une texture onctueuse, un bouquet piquant et épicé, sublimée par des herbes d'Alpe. Idéale avec une quiche Lorraine ou un verre de Syrah.","Tomme de Montagne Chartreuse, a luscious cow’s milk cheese from Savoy, offers nutty caramel and earthy hazelnut notes, pairing beautifully with robust red wine, crusty bread, and membrillo.",https://www.frenchclick.co.uk/images/product/medium/9901.jpg,0,23.1,,204950000000,99006097,g
PETIT POT CREME CHOCOLAT,742.9,cheese,"Ce fromage PETIT POT CREME CHOCOLAT est une véritable explosion de douceur : sa texture onctueuse et son velouté envoûtent les papilles, tandis que ses notes de cacao intenses et équilibrées ravissent les amateurs de saveurs complexes. Idéal avec un vin rouge légèrement acide, une brioche ou des amandes, ce petit pot est l'allié parfait pour un moment gourmand et raffiné.","Indulge in the luscious Petit Pot Crème Chocolat, a velvety blend of rich chocolate and creamy dairy, perfect paired with crusty bread, fig jam, or a glass of sweet red wine.",http://www.primegourmet.ae/cdn/shop/products/reblochon-fermier-aop-cows-milk-500g-542688.png?v=1681725400,0,1.9,,3483130046402,99011577,g
P'TIT BASQUE PUR BREBIS 660G,10278.37,cheese,"Découvrez le P'TIT BASQUE PUR BREBIS, une explosion de douceur et de caractère en 660g. Profitez-en avec un pain au levain et un verre de vin rosé sec.","Indulge in P'TIT BASQUE PUR BREBIS 660G, a bold Basque sheep's milk cheese with rich, tangy layers. Pair with Bordeaux wine, crusty bread, and fig jam for an unforgettable experience.",https://www.coursesu.com/dw/image/v2/BBQX_PRD/on/demandware.static/-/Sites-digitalu-master-catalog/default/dw8549e10d/2635574000002_B1NG_2448733_S11.png?sw=388&sh=388&sm=fit,0,26.6,,2663545000000,43439455,g
REBLOCHON FERMIER AOP,12488.86,cheese,"Découvrez le Reblochon Fermier AOP, un fromage à pâte molle, riche et onctueux, aux arômes subtils de foin coupé. Idéal avec une quiche Lorraine, des crêpes ou une bière blonde.","Reblochon Fermier AOP, a luscious, nutty French cow's milk cheese with a buttery, ethereal quality, pairs beautifully with crisp white wines like Chardonnay or Riesling, crusty brioche, and a touch of quince paste for an unforgettable experience.",https://images.openfoodfacts.org/images/products/325/039/110/5335/front_fr.30.400.jpg,0,33.0,,204610000000,99041875,g
ITCHEBAI CHEVRE&BREBIS 4K5,9708.34,cheese,"Ce fromage ITCHEBAI CHEVRE&BREBIS 4K5 est une véritable explosion de saveurs,alliant la douceur du chèvre et le velouté de la brebis. Sa croûte légèrement piquante se marie à merveille avec un pain de brie ou une simple baguette. Pour accompagner ce délice, optez pour un vin blanc sec, comme un Sauvignon, et des figues séchées ou une noisette de miel. Un moment de pur bonheur !","Savor the luscious, velvety notes of ITCHEBAI Chevre&Brebis, a harmonious blend of goat and sheep milk cheeses. Pair with bold red wines, crusty baguette, and a drizzle of honey for an unforgettable experience.",https://preprod.lespetiteslaiteries.fr/wp-content/uploads/2020/10/PELISSONNE-DARDECHE.png,0,25.9,,2831762000000,24105511,g
FE P&C CHAOURCE AOP 250G,1676.18,cheese,"Découvrez notre Chaource AOP : une douceur en bouche avec une croûte parfumée et une texture onctueuse. Idéalement accompagné d'un pain rustique, d'une figue confite ou d'un verre de Chablis.","Savor the luscious creaminess of FE P&C Chaource AOP from Burgundy, where its buttery layers meld with nutty undertones—pair it with a crisp Chardonnay or drizzle with honey for a divine experience.",https://www.mons-fromages.com/media/cache/sylius_large/33/9b/6a2848ca6524deb35c4bdfcd18f5.jpg,0,4.6,,3250391105335,43434115,g
PELISSONNE D'ARDECHE,8121.44,cheese,"Fromage Pelissonne d'Ardèche : une douceur régalienne enrobée de pâte onctueuse et légèrement épicée, idéale avec un vin blanc sec ou une baguette artisanale, accompagnée de figues confites ou d'une pommade à l'ail.","Pelissonne d'Ardeche: A rare gem from France's Rhone Valley, offering a spicy aroma and rich flavor. Handcrafted with care, it pairs perfectly with Syrah wine and a touch of Comté for an unforgettable experience.",https://www.fromage-pouillot.fr/98/comte-affine-24-mois-marcel-petite.jpg,0,22.6,,204260000000,99041839,g
TOMME DE TARENTAISE,6619.02,cheese,"La Tomme de Tarentaise, ce fromage à pâte cuite dévoile des nuances subtiles entre douceur et complexité. Sa croûte légèrement fumée révèle une texture onctueuse et un équilibre parfait entre le beurre et les notes lactées. Idéale pour la raclette ou le fondue, elle s'accorde à merveille avec un vin rouge corsé et un pain artisanal. Un compagnon idéal pour les moments conviviaux, à déguster en compagnie d'une compote de pommes ou d'une salade verte.","Tomme de Tarentaise is a creamy, nutty cow's milk cheese from Savoy, France, with a buttery texture and subtle herbal notes. Pair it with a dry white wine, crusty bread, or a drizzle of honey for a harmonious balance of flavors.",https://cdn.intermarche.com/fr/Content/images/boitmal/produit/zoom/DEB9C7B96108D785F5CDE6A6AF377521.jpg,0,18.8,,204250000000,99041838,g
COMTE 24 MOIS,13073.14,cheese,"Le Comté 24 mois est une véritable délice pour les amoureux de fromages. Ce fromage affiné offre des nuances subtiles : notes beurrées, légèrement sucrée et saline, avec un velouté harmonieuse. Idéal sur une planche, en accord avec un vin rouge comme le Bourgogne ou une bière ale, accompagné d'un pain bisou ou de noisettes croustillantes. Une gourmandise authentique et unique.","Discover Comte 24 Mois, a 24-month-aged gem from France's Jura region. Its rich, nutty flavor with hints of dried fruit pairs perfectly with a bold red wine, crisp white, or crusty bread—truly a treat for cheese enthusiasts.",https://lechariotafromages.fr/1460-large_default/brocciu-frais-aop.jpg,0,38.7,,204100000000,99041352,g
